##time cpu memory heapTotal heapUsed
351000 3.80 89.25 75.13 28.27
356000 4.00 89.25 75.13 29.69
361000 3.80 89.25 75.13 30.93
366000 3.60 89.25 75.13 32.08
371000 3.80 89.25 75.13 33.48
376000 3.80 89.25 75.13 34.76
381000 3.80 89.25 75.13 36.15
386000 3.60 89.25 75.13 37.32
391000 3.60 89.25 75.13 38.51
396000 3.80 87.70 75.13 24.16
401000 3.60 87.70 75.13 25.51
406000 4.40 87.70 75.13 27.05
411000 4.00 87.70 75.13 28.37
416000 3.60 87.70 75.13 29.60
421000 3.60 87.70 75.13 30.93
426000 4.20 87.70 75.13 32.35
431000 3.80 87.70 75.13 33.72
436000 3.60 87.70 75.13 34.89
441000 3.20 87.70 75.13 36.00
446000 4.40 87.70 75.13 37.49
451000 4.00 87.70 75.13 38.85
456000 4.00 87.70 75.13 24.55
461000 3.40 87.95 75.13 25.70
466000 3.60 88.21 75.13 26.95
471000 4.00 88.46 75.13 28.32
476000 3.80 88.46 75.13 29.67
481000 4.40 88.46 75.13 31.18
486000 3.60 88.46 75.13 32.42
491000 3.60 88.46 75.13 33.61
496000 4.19 88.46 75.13 35.07
501000 4.00 88.46 75.13 36.45
506000 4.20 88.46 75.13 37.90
511000 3.40 88.46 75.13 39.04
516000 3.40 88.64 75.13 24.48
521000 3.80 88.64 75.13 25.80
526000 4.20 88.64 75.13 27.26
531000 3.60 88.64 75.13 28.55
536000 3.60 88.64 75.13 29.75
541000 3.80 88.64 75.13 31.01
546000 4.00 88.64 75.13 32.46
551000 3.60 88.64 75.13 33.72
556000 4.40 88.64 75.13 35.26
561000 4.00 88.64 75.13 36.61
566000 3.20 88.64 75.13 37.69
571000 4.40 88.64 75.13 39.19
576000 3.60 88.64 75.13 24.74
581000 4.00 88.64 75.13 26.17
586000 3.60 88.64 75.13 27.32
591000 3.19 88.64 75.13 28.45
596000 3.80 88.64 75.13 29.85
601000 4.20 88.64 75.13 31.24
606000 3.80 88.64 75.13 32.58
611000 3.60 88.64 75.13 33.86
616000 3.80 88.64 75.13 35.06
621000 3.80 88.64 75.13 36.40
626000 3.80 88.64 75.13 37.71
631000 4.20 88.64 75.13 39.21
636000 4.20 88.64 75.13 24.84
641000 3.60 88.64 75.13 26.05
646000 4.00 88.64 75.13 27.53
651000 4.00 88.64 75.13 28.91
656000 4.00 88.64 75.13 30.29
661000 3.60 88.64 75.13 31.53
666000 3.40 88.64 75.13 32.72
671000 3.79 88.64 75.13 34.01
676000 4.00 88.64 75.13 35.46
681000 4.00 88.64 75.13 36.89
686000 3.20 88.64 75.13 38.00
691000 3.80 88.64 75.13 39.18
696000 3.80 88.64 75.13 24.89
701000 4.00 88.64 75.13 26.20
706000 4.60 88.64 75.13 27.89
711000 3.60 88.64 75.13 29.02
716000 3.00 88.64 75.13 30.06
721000 4.80 88.64 75.13 31.77
726000 3.80 88.64 75.13 33.03
731000 4.00 88.64 75.13 34.43
736000 3.60 88.64 75.13 35.67
741000 3.40 88.64 75.13 36.79
746000 4.20 88.64 75.13 38.21
751000 3.80 88.64 75.13 39.63
756000 3.80 88.89 75.13 25.25
761000 3.60 89.15 75.13 26.44
766000 3.40 89.41 75.13 27.61
771000 4.20 89.41 75.13 29.01
776000 3.80 89.41 75.13 30.38
781000 4.20 89.41 75.13 31.89
786000 3.60 89.41 75.13 33.12
791000 4.00 89.41 75.13 34.42
796000 3.80 89.41 75.13 35.77
801000 4.20 89.41 75.13 37.28
806000 4.00 89.41 75.13 38.63
811000 3.40 87.87 75.13 24.05
816000 2.60 87.87 75.13 24.95
821000 5.00 87.87 75.13 26.63
826000 3.60 87.87 75.13 27.96
831000 3.60 87.87 75.13 29.27
836000 3.80 87.87 75.13 30.46
841000 3.20 87.87 75.13 31.58
846000 3.40 87.87 75.13 32.73
851000 3.20 87.87 75.13 33.86
856000 2.60 87.87 75.13 34.80
861000 2.00 87.87 75.13 35.47
866000 1.20 87.87 75.13 35.87
871000 1.80 87.87 75.13 36.56
876000 1.40 87.87 75.13 37.08
881000 1.20 87.87 75.13 37.45
886000 0.20 87.87 75.13 37.57
891000 0.20 87.87 75.13 37.62
896000 0.60 87.87 75.13 37.90
901000 0.40 87.87 75.13 38.08
906000 0.60 87.87 75.13 38.31
911000 0.00 87.87 75.13 38.33
916000 0.00 87.87 75.13 38.34
921000 0.40 87.87 75.13 38.57
926000 0.40 87.87 75.13 38.76
931000 0.60 87.87 75.13 38.98
936000 0.20 87.87 75.13 39.00
941000 0.00 87.87 75.13 39.02
946000 0.60 87.87 75.13 39.24
951000 0.20 87.87 75.13 39.43
956000 0.60 87.87 75.13 39.66
961000 0.00 87.87 75.13 39.67
966000 0.00 87.87 75.13 39.69
971000 0.60 87.87 75.13 24.20
976000 0.40 87.87 75.13 24.39
981000 0.40 87.87 75.13 24.61
986000 0.00 87.87 75.13 24.63
991000 0.00 87.87 75.13 24.65
996000 0.80 87.87 75.13 24.88
1001000 1.20 88.38 75.13 28.78
1006000 0.00 88.38 75.13 28.80
1011000 0.00 88.38 75.13 28.82
1016000 0.00 88.38 75.13 28.84
1021000 0.00 88.38 75.13 28.85
1026000 0.20 88.38 75.13 28.87
1031000 0.00 88.38 75.13 28.89
1036000 0.00 88.38 75.13 28.90
1041000 0.20 88.38 75.13 28.92
1046000 0.00 88.38 75.13 28.94
1051000 0.00 88.38 75.13 28.95
1056000 0.00 88.38 75.13 28.97
