##time cpu memory heapTotal heapUsed
633000 12.80 761.93 718.10 530.05
638000 10.60 761.93 718.10 536.69
643000 10.00 761.93 718.10 541.39
648000 9.60 761.93 718.10 544.83
653000 10.80 761.93 718.10 552.12
658000 8.98 761.93 718.10 567.27
663000 10.00 762.19 718.10 572.85
668000 10.20 762.19 718.10 578.61
673000 10.60 762.45 718.10 585.01
678000 9.60 762.45 718.10 589.30
683000 9.60 762.45 718.10 593.58
688000 10.00 762.45 718.10 611.28
693000 9.80 762.45 718.10 615.34
698000 14.60 762.45 718.10 620.73
703000 12.60 762.45 718.10 633.90
708000 13.55 762.45 718.10 636.85
713000 10.22 762.45 718.10 641.66
718000 10.40 762.45 718.10 647.43
723000 10.00 762.45 718.10 664.73
728000 10.60 763.38 719.07 671.56
733000 9.00 766.37 721.99 674.19
738000 27.40 765.09 720.04 518.98
743000 11.20 765.09 720.04 527.16
748000 9.60 765.09 720.04 530.93
753000 9.40 765.09 720.04 534.91
758000 10.60 765.09 720.04 542.44
763000 9.98 765.09 720.04 548.58
768000 9.40 765.09 720.04 564.40
773000 15.80 765.09 720.04 571.99
778000 10.40 765.34 720.04 577.17
783000 13.80 765.34 720.04 580.58
788000 10.60 765.34 720.04 586.72
793000 9.60 765.34 720.04 602.68
798000 10.20 765.34 720.04 608.51
803000 10.40 765.34 720.04 614.51
808000 10.60 765.34 720.04 621.82
813000 9.00 765.34 720.04 624.93
818000 10.20 765.34 720.04 632.93
823000 9.78 765.34 720.04 637.76
828000 9.60 765.34 720.04 656.20
833000 9.00 765.34 720.04 659.83
838000 9.00 765.34 720.04 662.08
843000 7.80 765.34 720.04 672.70
848000 6.80 765.34 720.04 679.69
853000 6.20 765.60 721.01 686.36
858000 6.40 767.14 721.99 679.45
863000 4.40 768.12 722.96 692.87
868000 5.80 768.64 722.96 695.50
873000 4.40 769.15 723.93 693.84
879000 18.34 767.52 721.99 509.14
884000 0.80 767.52 721.99 511.68
889000 0.00 767.52 721.99 511.70
894000 0.40 767.52 721.99 512.07
899000 0.40 767.52 721.99 512.81
904000 0.20 767.52 721.99 512.90
909000 0.00 767.52 721.99 512.92
914000 0.00 767.52 721.99 512.94
919000 0.20 767.52 721.99 513.14
924000 0.40 767.52 721.99 513.60
929000 0.20 767.52 721.99 513.66
934000 0.00 767.52 721.99 513.68
939000 0.00 767.52 721.99 513.70
944000 0.20 767.52 721.99 513.89
949000 0.40 767.52 721.99 514.36
954000 0.20 767.52 721.99 514.42
959000 0.00 767.52 721.99 514.44
964000 0.00 767.52 721.99 514.46
969000 0.20 767.52 721.99 514.65
974000 0.60 767.52 721.99 515.11
979000 0.00 767.52 721.99 515.17
984000 0.60 767.52 721.99 516.48
989000 0.00 767.52 721.99 516.50
994000 0.20 767.52 721.99 516.53
999000 0.00 767.52 721.99 516.55
1004000 0.00 767.52 721.99 516.57
1009000 0.00 767.52 721.99 516.59
1014000 0.20 767.52 721.99 516.61
1019000 0.00 767.52 721.99 516.63
1024000 0.20 767.52 721.99 516.65
1029000 0.00 767.52 721.99 516.67
1034000 0.00 767.52 721.99 516.69
1039000 0.00 767.52 721.99 516.71
1044000 0.20 767.52 721.99 516.73
1049000 0.00 767.52 721.99 516.75
1054000 0.00 767.52 721.99 516.77
1059000 0.00 767.52 721.99 516.79
