##time cpu memory heapTotal heapUsed
894000 1.20 1365.90 1291.27 1063.91
899000 2.20 1365.90 1291.27 1054.77
904000 0.40 1365.90 1291.27 1055.17
909000 0.20 1365.90 1291.27 1055.32
914000 0.00 1365.90 1291.27 1055.34
919000 0.40 1365.90 1291.27 1055.58
924000 0.20 1365.90 1291.27 1055.92
929000 0.60 1365.90 1291.27 1056.32
934000 0.40 1365.90 1291.27 1056.47
939000 0.00 1365.90 1291.27 1056.49
944000 0.20 1365.90 1291.27 1056.73
949000 0.40 1365.90 1291.27 1057.07
954000 0.60 1365.90 1291.27 1057.47
959000 0.20 1365.90 1291.27 1057.61
964000 0.00 1365.90 1291.27 1057.63
969000 0.20 1365.90 1291.27 1057.88
974000 0.60 1365.90 1291.27 1058.22
979000 0.40 1365.90 1291.27 1058.62
984000 0.20 1365.90 1291.27 1058.76
989000 0.00 1365.90 1291.27 1058.78
994000 0.40 1365.90 1291.27 1059.03
999000 1.20 1365.90 1291.27 1061.68
1004000 0.20 1365.90 1291.27 1061.70
1009000 0.00 1365.90 1291.27 1061.72
1014000 0.00 1365.90 1291.27 1061.74
1019000 0.20 1365.90 1291.27 1061.76
1024000 0.00 1365.90 1291.27 1061.78
1029000 0.00 1365.90 1291.27 1061.80
1034000 0.00 1365.90 1291.27 1061.82
1039000 0.20 1365.90 1291.27 1061.84
1044000 0.00 1365.90 1291.27 1061.87
1049000 0.00 1365.90 1291.27 1061.89
1054000 0.20 1365.90 1291.27 1061.91
1059000 0.00 1365.90 1291.27 1061.93
